This file was created by using the 202510 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
195911,   0.72,   1.75,   2.75,   0.37,   1.78,   2.92
195912,   0.96,   2.59,   3.49,   2.98,   3.15,   2.52
196001,  -1.43,  -2.15,  -6.00,  -5.54,  -6.74,  -7.99
196002,  -0.33,   1.03,   2.37,  -2.37,   1.94,   2.93
196003,  -4.12,  -3.03,  -2.11,  -1.36,  -1.49,  -0.55
196004,  -4.22,  -2.32,  -1.18,  -2.64,  -2.43,   0.00
196005,   0.85,   2.01,   4.18,  -0.20,   2.12,   6.04
196006,   1.44,   1.30,   2.41,   1.92,   2.13,   2.74
196007,  -2.46,  -0.89,  -2.16,  -0.80,  -2.63,  -2.50
196008,   3.92,   2.93,   5.33,   2.24,   2.94,   3.85
196009,  -8.16,  -5.64,  -5.19,  -4.42,  -5.72,  -6.63
196010,  -4.71,  -2.20,  -3.14,  -1.10,   0.23,  -0.15
196011,   3.37,   3.90,   7.41,   3.26,   3.81,   6.50
196012,   3.12,   3.43,   3.22,   4.25,   3.36,   6.87
196101,  12.36,   7.99,   5.76,   6.86,   7.06,   5.23
196102,   6.66,   6.41,   8.59,   4.04,   2.69,   4.09
196103,   3.61,   5.51,   9.56,   1.43,   1.96,   4.12
196104,  -0.15,   0.59,   2.96,  -2.97,   0.98,   1.14
196105,   5.74,   4.11,   3.99,   3.11,   2.86,   1.73
196106,  -5.94,  -3.97,  -5.09,  -2.57,  -2.76,  -2.81
196107,   1.21,   1.05,   0.50,   2.48,   3.20,   3.62
196108,   0.62,   1.39,   1.99,   1.86,   2.40,   3.77
196109,  -4.56,  -3.06,  -2.38,  -1.43,  -1.94,  -2.02
196110,  -0.59,   2.56,   3.11,   1.81,   2.30,   4.25
196111,   4.59,   4.41,   6.49,   3.65,   5.29,   4.44
196112,   0.80,  -0.12,  -0.44,   0.55,   1.56,  -2.57
196201,   0.96,   1.10,  -1.97,  -3.67,  -3.09,  -4.83
196202,   1.87,   1.72,  -0.08,   0.75,   3.48,   0.70
196203,  -2.10,  -0.79,   0.56,  -1.22,  -0.42,  -0.10
196204,  -9.12,  -5.86,  -6.89,  -8.69,  -6.53,  -5.04
196205, -10.79,  -8.75, -10.39,  -8.61,  -8.38,  -8.08
196206, -12.09,  -6.77,  -5.97, -12.82,  -8.81,  -6.14
196207,   7.27,   6.48,   6.15,   4.64,   6.70,   6.77
196208,   4.20,   3.21,   2.50,   2.48,   1.58,   3.05
196209,  -9.17,  -6.12,  -5.17,  -7.00,  -5.61,  -3.08
196210,  -4.05,  -2.81,  -3.18,  -0.19,   1.21,   0.53
196211,  18.52,  14.02,  11.23,  16.05,  10.22,   8.95
196212,  -5.62,  -2.13,   1.08,  -1.51,   1.12,   3.59
196301,  10.49,   7.77,   8.19,   6.30,   4.82,   4.35
196302,  -2.94,  -0.82,   0.56,  -3.48,  -2.24,  -1.94
196303,   0.62,   1.81,   2.64,   3.38,   2.54,   4.52
196304,   2.95,   4.30,   4.05,   6.00,   4.55,   4.70
196305,   4.11,   3.27,   4.38,   2.35,   1.25,   2.66
196306,  -1.08,  -2.21,  -0.97,  -2.95,  -2.45,  -0.74
196307,  -1.41,  -1.11,  -1.08,  -1.52,   0.04,   0.16
196308,   3.98,   3.77,   6.24,   5.87,   5.11,   5.61
196309,  -1.71,  -0.98,  -1.27,  -2.46,  -0.20,  -2.67
196310,   1.09,   1.39,   3.55,   0.79,   2.20,   4.58
196311,  -2.19,  -0.96,  -1.38,  -0.33,   0.53,  -2.70
196312,  -1.68,   0.97,   0.22,   0.95,   2.30,   2.73
196401,   2.53,   3.06,   2.01,   0.39,   2.85,   2.94
196402,   2.84,   2.28,   3.07,   1.26,   1.92,   1.70
196403,   2.61,   4.04,   3.64,   1.40,   1.51,   1.74
196404,  -0.14,  -0.56,  -0.48,   1.14,   0.61,   0.20
196405,   0.15,   1.19,   2.35,   0.23,   1.05,   3.08
196406,   0.86,   1.36,   1.42,   1.36,   1.46,   1.73
196407,   2.53,   2.67,   2.40,   2.75,   1.76,   2.13
196408,  -1.30,  -0.50,  -0.90,  -0.36,  -1.24,  -1.27
196409,   4.21,   2.59,   3.66,   3.74,   2.31,   3.51
196410,   0.67,   2.14,   2.07,   1.67,   0.64,   0.65
196411,  -1.14,   0.84,  -0.18,  -0.01,  -0.17,   1.22
196412,  -1.30,  -0.17,  -1.20,   1.53,   0.14,   0.04
196501,   7.46,   6.32,   5.91,   3.72,   4.06,   2.50
196502,   2.82,   3.41,   4.15,   1.49,  -0.24,   0.64
196503,   1.70,   0.30,   1.50,  -1.10,  -1.53,  -0.56
196504,   3.57,   4.14,   5.37,   2.46,   2.39,   5.73
196505,  -1.44,  -0.75,  -0.62,  -0.09,  -0.85,   0.19
196506,  -8.16,  -7.74, -10.32,  -3.53,  -5.20,  -7.74
196507,   1.67,   2.99,   4.92,   0.22,   1.79,   5.16
196508,   4.77,   4.07,   6.83,   2.20,   2.22,   5.30
196509,   1.97,   3.19,   5.05,   2.08,   2.81,   5.58
196510,   4.66,   5.94,   7.32,   1.28,   2.64,   5.50
196511,   1.26,   5.11,   6.25,  -0.46,  -1.45,   3.35
196512,   4.81,   4.40,   3.92,   1.08,   0.68,   1.76
196601,   4.43,   5.02,   8.08,  -1.37,   0.60,   5.54
196602,   1.60,   1.87,   5.29,  -2.50,  -1.63,   2.98
196603,  -1.94,  -2.49,  -1.97,  -2.89,  -2.26,   0.08
196604,   0.31,   4.14,   8.53,   1.17,   2.20,   4.71
196605,  -6.38,  -7.57, -12.10,  -3.86,  -4.52,  -7.57
196606,  -1.70,  -0.37,   0.97,  -1.86,  -1.93,   1.93
196607,  -0.79,  -1.05,  -2.35,  -0.60,  -1.97,  -1.64
196608,  -9.52,  -9.85, -11.44,  -6.52,  -7.19,  -9.01
196609,  -1.04,  -1.37,  -1.86,  -0.03,   0.25,  -2.93
196610,  -0.53,   0.59,  -3.78,   6.38,   6.33,  -0.76
196611,   4.09,   3.10,   7.15,  -1.88,   0.71,   6.53
196612,   1.49,   1.27,   3.27,   0.15,   0.53,   0.34
196701,  22.02,  15.39,  14.74,  13.64,   6.06,   6.92
196702,   2.20,   3.43,   5.51,  -1.59,   0.48,   2.13
196703,   5.46,   6.14,   7.73,   3.74,   4.45,   4.25
196704,   2.96,   3.30,   5.73,   6.74,   1.92,   5.00
196705,  -1.36,  -1.08,  -1.41,  -5.12,  -4.08,  -3.76
196706,   5.25,   6.87,  12.82,   0.57,   1.17,   5.01
196707,   9.22,   8.01,   8.70,   6.89,   3.05,   5.20
196708,   1.13,   1.26,  -1.04,  -0.75,  -0.28,  -1.22
196709,   3.67,   5.91,   7.06,   3.30,   2.13,   4.69
196710,  -3.33,  -2.81,  -1.63,  -3.98,  -3.61,   1.69
196711,  -0.23,   0.21,   0.82,   0.57,   0.29,   1.97
196712,   5.33,   7.46,  11.23,   2.59,   2.66,   3.09
196801,   2.89,   2.33,   0.25,  -1.23,  -5.36,  -7.51
196802,  -3.51,  -4.22,  -7.55,  -2.54,  -2.32,  -5.18
196803,  -1.52,  -1.35,  -0.35,  -0.54,   0.46,   4.67
196804,  12.63,  12.30,  17.25,   7.21,   8.31,  12.81
196805,   7.65,   6.62,  11.03,   0.78,   1.62,   4.90
196806,   1.30,   2.16,   0.30,   2.87,   0.68,  -0.31
196807,  -3.87,  -2.43,  -3.10,  -1.71,  -1.32,  -4.26
196808,   2.09,   3.49,   5.31,   1.31,   1.57,   1.90
196809,   7.15,   5.39,   7.77,   5.49,   3.49,   3.60
196810,   0.84,   1.78,   0.01,   2.40,   0.37,   0.30
196811,   7.87,   7.77,   8.36,   5.37,   5.10,   8.36
196812,  -0.65,   1.07,  -0.68,  -4.51,  -3.59,  -3.83
196901,  -0.63,  -0.45,  -0.76,  -1.32,  -0.13,  -1.49
196902,  -9.17,  -7.46,  -9.81,  -3.18,  -5.69,  -7.64
196903,  -0.68,   1.28,   4.77,   2.29,   4.09,   4.97
196904,  -0.49,  -0.50,   1.35,   2.37,   1.86,   3.02
196905,  -0.85,  -0.42,   0.53,  -0.92,   0.98,   1.32
196906, -12.57, -10.99, -12.28,  -2.97,  -5.96,  -7.87
196907, -12.55,  -7.73,  -9.70,  -6.99,  -5.40,  -6.19
196908,   5.75,   4.00,   8.15,   4.14,   4.40,   6.02
196909,  -2.83,  -1.45,  -0.43,  -4.60,  -2.65,  -2.15
196910,  11.30,   7.11,   6.90,   8.98,   5.17,   4.65
196911,  -7.51,  -5.33,  -3.55,  -4.90,  -4.53,  -1.52
196912,  -8.96,  -5.88,  -4.08,  -5.07,  -3.25,   0.59
197001,  -4.18,  -4.80,  -6.48, -10.13,  -9.08,  -6.71
197002,   3.31,   3.60,   4.54,   6.36,   6.45,   5.67
197003,  -2.71,  -1.44,  -3.49,  -1.52,   2.46,  -1.46
197004, -18.52, -13.03, -19.06,  -9.03,  -9.26, -10.14
197005, -10.23,  -9.67, -10.17,  -1.67,  -5.45,  -7.06
197006, -11.36,  -7.14,  -3.86,  -8.07,  -5.09,  -4.29
197007,   7.16,   7.47,   5.94,  11.33,   8.40,   6.30
197008,  10.13,   5.70,   3.09,   9.86,   5.57,   3.55
197009,  18.80,   9.31,   8.49,   9.25,   4.76,   2.28
197010, -11.48,  -2.55,  -0.12,  -8.15,  -1.23,  -0.61
197011,  -0.33,   2.15,   3.54,   4.64,   5.04,   5.96
197012,   9.40,   9.70,   8.00,   7.68,   7.22,   4.48
197101,  15.35,  10.13,   8.97,  10.26,   5.17,   2.93
197102,   4.57,   2.99,   4.50,   0.46,   1.01,   2.19
197103,   6.12,   6.28,   6.01,   6.61,   3.84,   3.92
197104,   2.44,   2.67,   3.79,   4.00,   2.44,   5.36
197105,  -6.50,  -4.92,  -4.57,  -3.42,  -3.66,  -3.49
197106,  -3.46,  -2.42,   0.70,   0.35,   0.15,   1.57
197107,  -4.88,  -4.62,  -5.92,  -2.88,  -3.57,  -6.49
197108,   2.84,   4.08,   6.43,   2.51,   4.33,   5.80
197109,  -2.38,  -1.18,   0.73,  -1.51,  -0.01,  -0.42
197110,  -7.75,  -5.43,  -5.35,  -3.45,  -3.41,  -4.86
197111,  -4.21,  -2.89,  -1.85,  -0.32,   0.49,   0.35
197112,  13.83,  12.30,  12.60,   9.18,   8.14,   9.16
197201,  10.89,   6.95,   8.59,  -0.03,   2.72,   2.40
197202,   2.39,   3.78,   4.33,   1.66,   2.05,   4.78
197203,  -1.06,   0.56,   1.16,  -1.49,   0.75,   2.16
197204,  -1.44,   0.42,   2.47,  -0.15,   0.14,   1.52
197205,  -4.12,  -2.19,  -1.20,   0.18,   0.95,   3.91
197206,  -4.47,  -3.07,  -3.48,  -3.82,  -2.15,  -1.00
197207,  -4.36,  -2.39,  -3.45,  -3.10,  -0.75,   1.36
197208,   2.70,   1.55,  -0.13,   8.61,   5.63,   0.72
197209,  -3.77,  -2.67,  -2.69,  -2.40,  -0.84,   0.18
197210,  -2.22,  -0.56,  -0.95,   0.54,   1.73,   0.66
197211,   6.83,   5.26,   4.59,   9.88,   7.08,   1.97
197212,  -3.82,  -1.43,   0.67,  -2.33,   0.12,   3.08
197301,  -6.33,  -3.97,  -5.53,  -8.20,  -2.58,  -1.40
197302,  -8.34,  -7.03,  -9.55,  -9.23,  -3.66,  -3.58
197303,  -4.59,  -3.01,  -0.33,  -2.26,  -2.42,   0.59
197304, -10.59,  -6.30,  -4.90, -10.71,  -5.10,  -3.69
197305, -11.06,  -8.51,  -5.25,  -9.20,  -3.03,  -0.63
197306,  -5.28,  -3.07,  -1.91,  -4.96,  -2.80,   0.32
197307,  18.00,  11.23,   7.01,  15.02,   8.96,   2.67
197308,  -7.31,  -3.63,  -2.28,  -4.97,  -3.15,  -2.82
197309,  11.63,   9.82,   9.19,  14.19,   9.14,   2.66
197310,  -3.91,   1.34,   3.05,  -5.26,  -1.57,   1.34
197311, -22.38, -17.52, -15.91, -20.86, -12.32,  -9.48
197312,  -7.51,  -2.44,   4.58,  -4.52,  -0.55,   3.72
197401,  16.11,  10.12,   6.92,   5.98,   2.25,  -2.67
197402,  -0.47,   0.47,   0.09,   0.61,  -0.89,   0.79
197403,   0.92,   0.24,  -0.94,  -3.52,  -1.42,  -3.66
197404,  -7.38,  -5.07,  -4.99,  -5.93,  -3.92,  -4.21
197405,  -9.49,  -7.01,  -7.50,  -3.86,  -1.34,  -6.43
197406,  -4.86,  -3.09,  -1.66,  -3.04,  -1.83,  -1.61
197407,  -6.27,  -4.44,  -4.28,  -8.92,  -8.33,  -4.91
197408,  -9.70,  -8.16,  -6.32, -10.68,  -9.10,  -8.00
197409, -10.48,  -7.11,  -7.77, -13.52, -12.97,  -7.75
197410,   9.17,   8.59,  10.66,  20.78,  15.39,  18.24
197411,  -6.12,  -5.55,  -3.00,  -4.14,  -4.49,  -2.87
197412,  -7.67,  -6.43,  -5.41,  -4.66,  -2.36,  -0.98
197501,  35.62,  26.90,  19.77,  21.68,  11.21,   9.94
197502,   4.23,   4.91,   4.73,   6.82,   6.96,   5.17
197503,   9.05,   5.19,   6.47,   4.33,   1.73,   2.76
197504,   1.99,   3.29,   6.57,   5.79,   4.76,   4.24
197505,   7.47,   6.60,   8.16,   6.01,   5.88,   4.16
197506,   7.10,   6.76,   6.52,   5.36,   4.74,   5.85
197507,  -1.53,  -2.54,  -3.33,  -7.84,  -6.03,  -5.36
197508,  -5.09,  -4.60,  -5.26,  -2.25,  -1.84,  -2.39
197509,  -3.85,  -3.40,  -3.84,  -4.72,  -2.79,  -3.93
197510,   0.94,   2.98,   2.80,   7.82,   5.79,   5.52
197511,   1.35,   2.46,   2.49,   4.37,   2.60,   2.23
197512,   0.21,  -1.32,  -1.43,  -2.27,  -0.70,  -0.83
197601,  15.91,  18.98,  20.51,   9.97,  12.92,  14.13
197602,   9.65,   8.07,   8.80,  -0.57,  -0.72,   1.03
197603,   0.27,   1.77,   2.34,   3.07,   3.36,   1.44
197604,  -0.88,  -0.59,  -1.77,  -2.47,  -0.09,  -0.52
197605,  -0.80,  -1.26,  -3.15,  -1.52,  -0.25,  -1.30
197606,   3.35,   2.85,   4.17,   5.13,   4.66,   3.44
197607,  -0.21,   1.02,   0.10,  -1.26,   0.13,  -1.88
197608,  -2.17,  -1.15,  -2.15,   0.50,   0.39,  -1.07
197609,   2.61,   3.08,   2.63,   1.88,   2.92,   2.25
197610,  -2.04,  -1.24,  -2.24,  -2.47,  -1.37,  -3.13
197611,   2.86,   3.52,   4.29,  -1.70,   1.29,   2.51
197612,  10.71,   8.90,   9.58,   4.73,   5.67,   7.32
197701,   0.34,   2.47,   2.93,  -7.35,  -3.01,  -1.84
197702,  -1.54,  -0.40,   0.19,  -1.62,  -1.40,  -2.67
197703,   0.54,   0.56,   0.63,  -1.85,  -1.06,  -0.57
197704,  -0.18,   1.50,   2.57,  -2.14,   0.77,   3.48
197705,  -0.91,   0.62,   0.11,  -3.04,  -0.44,  -0.04
197706,   5.29,   5.70,   7.23,   4.87,   4.73,   6.14
197707,  -0.12,   0.44,   0.64,  -1.41,  -1.60,  -1.41
197708,  -0.60,  -0.89,  -0.09,   0.84,  -2.96,  -2.93
197709,   0.09,   1.19,   1.85,  -1.32,   1.17,   1.12
197710,  -2.47,  -1.83,  -3.23,  -4.34,  -3.86,  -3.82
197711,   7.23,   6.83,   8.66,   3.64,   4.06,   6.49
197712,   0.52,   1.85,   2.40,   0.05,   0.86,   1.34
197801,  -1.83,  -1.90,  -3.18,  -6.40,  -5.45,  -6.22
197802,   1.48,   2.17,   2.93,  -2.66,  -0.91,  -0.18
197803,   5.91,   5.52,   7.00,   3.48,   2.11,   5.28
197804,   7.33,   6.78,   8.70,   9.89,   7.39,   9.51
197805,   5.58,   4.26,   7.33,   1.44,   1.33,   5.23
197806,  -0.97,   0.48,   1.06,  -2.60,  -0.99,   0.91
197807,   3.78,   4.89,   7.14,   4.90,   5.53,   9.91
197808,   6.47,   7.02,   9.70,   3.79,   2.93,   6.56
197809,   0.20,  -0.22,  -1.80,   0.63,  -1.46,  -3.76
197810, -15.06, -16.51, -23.14,  -8.27, -10.04, -17.04
197811,   2.98,   4.21,   8.50,   2.26,   3.04,   7.63
197812,   0.71,   1.91,   2.97,  -0.92,   2.04,   2.85
197901,   9.65,   7.75,   8.91,   6.23,   3.90,   4.11
197902,  -2.18,  -1.93,  -2.68,  -2.54,  -2.58,  -4.03
197903,   8.08,   8.38,  10.51,   5.20,   5.34,   8.58
197904,   2.08,   2.55,   2.92,   0.16,   0.02,   1.06
197905,  -1.55,  -1.02,  -1.59,  -0.87,  -1.32,  -1.93
197906,   5.30,   5.17,   6.00,   3.99,   4.57,   4.83
197907,   3.43,   3.36,   1.94,   1.83,   1.40,   1.18
197908,   8.96,   6.40,   8.24,   7.08,   5.00,   7.22
197909,  -2.28,  -0.77,   1.65,  -3.03,  -1.08,   3.61
197910, -11.64, -10.07,  -9.76,  -7.30,  -7.45,  -5.10
197911,   3.56,   6.37,  12.19,   3.51,   5.53,  10.93
197912,   4.47,   4.27,   9.09,   0.02,   1.97,   4.85
198001,   5.53,   6.77,  10.63,   2.03,   5.18,  11.83
198002,  -4.56,  -3.62,   0.79,  -4.34,  -2.30,   6.09
198003, -13.74, -15.05, -20.47,  -4.73,  -9.22, -17.17
198004,   6.64,   5.59,   7.05,   6.53,   3.53,   5.15
198005,   9.35,   8.03,   7.43,   5.55,   6.60,   5.12
198006,   4.04,   4.01,   5.62,   3.32,   1.96,   4.91
198007,   8.94,   8.67,  12.05,   9.13,   5.64,   6.60
198008,   4.71,   3.73,   8.70,   0.66,   1.17,   2.80
198009,   1.78,   2.45,   5.55,  -0.76,   0.54,   6.33
198010,   0.19,   2.00,   6.99,  -2.41,   0.23,   5.04
198011,   0.99,   4.60,  12.13,   0.80,  10.58,  19.97
198012,  -1.67,  -1.49,  -4.43,   2.91,  -2.18,  -7.76
198101,   1.64,   1.83,  -3.34,   1.53,  -2.16,  -9.14
198102,   1.36,   1.45,   0.38,   2.62,   2.55,   0.90
198103,   7.49,   7.26,   8.01,   4.67,   3.31,   5.78
198104,   2.36,   3.40,   3.16,  -0.58,  -1.51,  -3.53
198105,   0.55,   2.55,   5.21,   0.37,   0.43,   2.82
198106,   0.18,  -0.66,  -2.56,   2.42,  -1.26,  -6.17
198107,  -1.73,  -2.01,  -2.55,   2.57,  -1.27,  -1.49
198108,  -6.94,  -6.21,  -7.82,  -4.81,  -5.63,  -6.14
198109,  -9.70,  -6.45,  -6.51,  -6.57,  -5.22,  -5.49
198110,   6.22,   7.05,   9.56,   3.32,   6.03,   7.62
198111,   1.70,   4.51,   3.59,   5.32,   5.62,   3.02
198112,  -3.18,  -0.32,  -1.37,  -3.49,  -2.59,  -2.74
198201,  -3.80,  -3.12,  -3.17,  -3.66,  -2.05,  -0.76
198202,  -7.43,  -3.49,  -2.42,  -7.59,  -4.81,  -2.87
198203,  -2.43,  -0.42,  -0.37,  -2.40,  -1.19,   1.36
198204,   5.44,   5.55,   5.26,   4.81,   3.92,   4.07
198205,  -4.88,  -2.24,  -1.65,  -4.55,  -2.01,  -2.75
198206,  -6.08,  -2.50,  -0.84,  -4.52,  -2.21,   0.01
198207,  -3.36,  -1.06,  -0.11,  -5.08,  -3.97,   0.48
198208,  10.01,   7.56,   7.52,  15.72,  12.82,  11.02
198209,  -0.16,   5.02,   6.04,   0.31,   1.31,   2.39
198210,  13.55,  12.50,  15.77,  12.75,  11.85,  10.55
198211,   4.81,   9.59,  10.75,   1.05,   4.80,   6.96
198212,   0.36,   1.26,   1.60,   2.67,   0.37,   1.39
198301,   9.13,   5.94,   7.69,   4.38,   4.33,   2.56
198302,   2.63,   5.36,   6.43,   1.27,   2.42,   4.85
198303,   3.51,   4.35,   5.49,   3.73,   2.74,   3.51
198304,   6.05,   7.09,   8.49,   8.25,   5.83,   9.06
198305,   9.52,   5.08,   7.28,   1.09,  -0.62,   0.24
198306,   3.35,   3.58,   5.12,   3.96,   2.16,   5.86
198307,  -0.14,  -1.44,  -3.70,  -2.81,  -2.82,  -5.40
198308,  -1.12,  -2.04,  -5.36,   3.27,   1.38,  -3.26
198309,   0.58,   2.81,   1.92,   1.94,   1.94,   0.58
198310,  -4.17,  -4.62,  -7.89,  -0.53,  -1.34,  -5.73
198311,   3.41,   4.81,   4.61,   2.64,   3.04,   1.17
198312,  -2.52,  -0.59,  -1.38,  -0.64,  -1.46,  -0.16
198401,  -0.53,  -0.40,  -2.33,  -0.21,  -0.72,  -3.54
198402,  -5.89,  -4.47,  -5.46,  -4.40,  -3.26,  -3.93
198403,  -0.43,   1.82,   1.23,   1.21,   1.62,   1.72
198404,  -2.19,  -0.19,   0.45,  -0.41,   0.54,   1.22
198405,  -6.20,  -5.02,  -4.11,  -6.03,  -4.88,  -5.05
198406,   2.19,   3.54,   2.86,   3.05,   3.33,   1.33
198407,  -7.01,  -3.50,  -1.45,  -2.47,  -1.08,  -2.48
198408,  13.71,  11.08,   8.32,  14.84,  12.28,   8.98
198409,  -2.05,  -0.45,   2.22,  -1.56,  -0.71,   1.47
198410,  -3.72,  -0.65,   0.94,  -1.00,   0.28,   0.90
198411,  -4.48,  -0.88,  -1.15,  -0.75,  -0.91,  -0.96
198412,   0.57,   2.53,   2.25,   1.51,   2.56,   2.75
198501,  15.98,  11.79,   8.79,  11.91,   9.11,   5.47
198502,   1.72,   2.82,   3.22,  -0.01,   1.45,   2.29
198503,  -3.42,  -1.83,  -0.19,   0.49,  -0.44,   0.80
198504,  -2.79,  -0.58,   0.87,  -1.90,  -0.05,   0.34
198505,   1.18,   3.90,   4.77,   2.42,   6.51,   6.94
198506,  -1.43,   2.31,   3.50,   1.38,   1.01,   3.19
198507,   3.28,   2.23,   1.69,   3.39,   0.11,  -2.41
198508,  -1.32,  -0.65,   0.23,  -1.73,  -0.57,   0.27
198509,  -7.21,  -4.92,  -4.71,  -4.38,  -3.28,  -3.69
198510,   0.72,   3.79,   5.93,   1.60,   4.75,   6.14
198511,   6.54,   6.57,   7.52,   8.50,   7.15,   6.42
198512,   3.88,   4.68,   4.18,   4.80,   4.94,   4.05
198601,  -0.25,   1.77,   4.02,   1.18,  -0.14,   2.82
198602,   5.32,   6.94,   8.89,   6.66,   7.68,   8.20
198603,   4.23,   5.05,   4.94,   3.22,   4.77,   7.28
198604,   1.09,   1.76,   2.16,   0.03,  -1.12,  -1.74
198605,   2.76,   3.12,   5.26,   5.24,   4.47,   6.86
198606,  -2.27,   0.81,   2.53,  -1.11,   1.37,   3.97
198607, -10.49,  -7.24,  -8.06,  -6.99,  -4.79,  -5.62
198608,   4.36,   3.37,   2.38,  13.10,   7.57,   4.75
198609,  -4.99,  -5.82,  -7.54,  -2.51,  -7.20, -11.31
198610,   1.83,   2.91,   4.37,   0.32,   5.91,   6.74
198611,  -0.81,   0.17,  -1.14,   1.75,   2.22,   1.55
198612,  -3.19,  -1.85,  -3.14,  -3.68,  -2.45,  -2.83
198701,  11.73,  10.09,  12.19,  10.82,  12.15,  14.41
198702,   7.95,   7.25,   7.54,   7.18,   4.61,   3.16
198703,   1.39,   2.26,   3.31,   1.40,   1.20,   2.79
198704,  -3.90,  -3.11,  -2.14,   0.82,  -3.18,  -0.55
198705,  -0.28,  -0.24,  -0.69,   1.76,   0.32,   0.64
198706,   2.42,   3.80,   2.54,   4.97,   4.91,   4.42
198707,   2.15,   3.12,   4.73,   2.88,   4.10,   5.43
198708,   3.03,   3.59,   3.01,   5.78,   3.89,   3.89
198709,  -2.74,  -1.19,  -1.42,  -1.60,  -3.09,  -1.33
198710, -26.25, -27.74, -32.19, -13.83, -21.64, -23.38
198711,  -5.99,  -3.57,  -5.30,  -4.92,  -8.25,  -8.03
198712,   3.87,   6.42,  11.44,   3.76,   6.67,   7.96
198801,   7.93,   5.40,   1.94,  10.37,   6.26,   1.66
198802,   8.51,   7.79,   7.61,   7.28,   3.80,   5.27
198803,   2.90,   3.89,   4.34,  -1.88,  -3.36,  -2.11
198804,   0.63,   1.21,   2.91,  -0.54,   0.63,   1.58
198805,  -2.93,  -1.60,  -1.50,   0.74,   0.56,   0.62
198806,   7.10,   5.67,   6.76,   9.04,   4.48,   3.35
198807,  -0.49,  -1.12,  -0.53,  -1.86,  -0.53,  -0.49
198808,  -3.04,  -1.99,  -2.53,  -2.77,  -2.84,  -2.56
198809,   1.31,   2.72,   3.02,   4.62,   4.42,   3.49
198810,  -1.99,  -0.88,  -0.18,   1.51,   2.41,   2.30
198811,  -3.92,  -2.18,  -3.11,  -1.17,  -1.66,  -1.63
198812,   2.86,   2.99,   4.22,   2.34,   1.83,   1.59
198901,   4.62,   4.22,   5.12,   7.93,   6.41,   6.93
198902,   0.68,   0.41,   1.24,  -2.10,  -2.48,  -0.66
198903,   1.17,   1.96,   3.43,  -0.42,   1.81,   4.34
198904,   2.97,   3.76,   5.25,   4.62,   4.97,   5.76
198905,   3.23,   4.06,   4.28,   2.90,   4.04,   4.69
198906,  -2.38,  -0.21,  -2.05,  -0.53,  -0.82,  -0.06
198907,   1.54,   4.15,   5.92,   4.50,   7.61,  10.75
198908,   1.86,   3.01,   2.96,   3.48,   2.24,   1.40
198909,  -1.38,   0.46,   1.82,  -2.46,  -1.20,   1.37
198910,  -7.22,  -4.88,  -5.53,  -3.59,  -2.22,  -2.58
198911,  -1.37,   0.73,   1.29,  -0.82,   2.68,   1.93
198912,  -1.46,  -0.13,   0.91,  -1.15,   2.96,   2.06
199001,  -8.29,  -7.44,  -9.75,  -3.72,  -6.37,  -8.21
199002,   2.86,   1.93,   3.81,   3.28,   1.34,   1.31
199003,   2.02,   3.11,   4.81,   2.38,   1.34,   3.03
199004,  -4.98,  -3.26,  -2.74,  -4.43,  -2.77,  -2.11
199005,   4.99,   4.44,  10.08,   8.68,   9.05,   9.86
199006,  -0.57,   0.47,   0.22,  -3.81,  -1.32,   0.38
199007,  -6.56,  -3.47,  -2.65,  -7.82,  -1.41,   0.34
199008, -14.75, -11.05, -13.04, -10.51,  -9.66,  -8.28
199009, -12.95,  -7.76,  -8.38, -11.57,  -4.08,  -4.72
199010, -10.25,  -5.55,  -3.77,  -6.79,  -0.69,   0.20
199011,   8.60,   6.52,   7.09,  14.59,   7.61,   5.39
199012,   1.20,   4.15,   4.96,   5.22,   4.42,   1.96
199101,  10.31,   7.15,   8.01,  13.98,   5.90,   3.34
199102,  15.48,  10.32,  10.85,  12.22,   6.69,   6.98
199103,   6.05,   4.58,   8.84,   1.02,   1.76,   3.65
199104,   0.44,   1.80,   0.61,   4.11,   0.50,  -0.69
199105,   2.07,   3.51,   5.42,   7.50,   3.61,   3.96
199106,  -4.12,  -2.88,  -5.47,  -5.93,  -4.95,  -3.74
199107,   1.74,   2.94,   6.41,   3.26,   3.12,   7.11
199108,   1.81,   3.28,   5.40,   4.31,   1.35,   3.87
199109,  -1.55,   0.24,   1.90,  -1.53,  -1.11,  -1.47
199110,   0.71,   1.58,   4.22,  -0.24,   1.65,   2.61
199111,  -5.06,  -2.67,  -4.75,  -5.43,  -2.94,  -3.38
199112,   3.36,   6.35,  10.71,   6.83,  11.26,  16.06
199201,  10.87,   6.84,   9.40,   1.44,  -2.28,  -2.10
199202,   3.10,   3.29,   3.01,   2.63,   0.73,   1.33
199203,  -3.50,  -0.96,  -3.74,  -2.72,  -1.50,  -2.90
199204,  -3.65,  -2.36,  -4.28,   4.32,   2.88,  -0.14
